Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2012,Enero,Venezuela,862,297,339,,636,"(0.814836,-77.662532)"
2012,Enero,Venezuela,862,7,12,,19,"(10.408582,-75.538003)"
2012,Enero,Venezuela,862,76,133,,209,"(10.445761,-75.516429)"
2012,Enero,Venezuela,862,55,70,,125,"(10.886611,-74.776708)"
2012,Enero,Venezuela,862,0,4,,4,"(11.117806,-74.232622)"
2012,Enero,Venezuela,862,"1,265","1,721",,"2,986","(11.360009,-72.129330)"
2012,Enero,Venezuela,862,1,0,,1,"(11.528919,-72.919681)"
2012,Enero,Venezuela,862,13,13,,26,"(12.586067,-81.702563)"
2012,Enero,Venezuela,862,53,58,,111,"(3.541112,-76.384584)"
2012,Enero,Venezuela,862,"5,306","6,178",,"11,484","(4.697144,-74.140516)"
2012,Enero,Venezuela,862,7,24,,31,"(4.815061,-75.736532)"
2012,Enero,Venezuela,862,362,421,,783,"(6.171601,-75.427454)"
2012,Enero,Venezuela,862,5,3,,8,"(6.185799,-67.483929)"
2012,Enero,Venezuela,862,67,81,,148,"(7.088729,-70.740253)"
2012,Enero,Venezuela,862,3,1,,4,"(7.128456,-73.183637)"
2012,Enero,Venezuela,862,"1,767","1,997",,"3,764","(7.818934,-72.453226)"
2012,Enero,Venezuela,862,431,487,,918,"(7.927209,-72.507910)"
2012,Enero,Venezuela,862,1,1,,2,"(8.635765,-77.346578)"
2012,Febrero,Venezuela,862,0,3,,3,"(-4.197703,-69.941278)"
2012,Febrero,Venezuela,862,95,123,,218,"(0.814836,-77.662532)"
2012,Febrero,Venezuela,862,9,15,,24,"(10.408582,-75.538003)"
2012,Febrero,Venezuela,862,81,113,,194,"(10.445761,-75.516429)"
2012,Febrero,Venezuela,862,82,116,,198,"(10.886611,-74.776708)"
2012,Febrero,Venezuela,862,0,1,,1,"(10.971302,-74.765397)"
2012,Febrero,Venezuela,862,0,4,,4,"(11.117806,-74.232622)"
2012,Febrero,Venezuela,862,0,3,,3,"(11.247723,-74.213989)"
2012,Febrero,Venezuela,862,"1,852","2,260",,"4,112","(11.360009,-72.129330)"
2012,Febrero,Venezuela,862,3,2,,5,"(11.528919,-72.919681)"
2012,Febrero,Venezuela,862,9,13,,22,"(12.586067,-81.702563)"
2012,Febrero,Venezuela,862,49,60,,109,"(3.541112,-76.384584)"
2012,Febrero,Venezuela,862,0,2,,2,"(4.452882,-75.766298)"
2012,Febrero,Venezuela,862,"4,326","5,705",,"10,031","(4.697144,-74.140516)"
2012,Febrero,Venezuela,862,2,15,,17,"(4.815061,-75.736532)"
2012,Febrero,Venezuela,862,294,336,,630,"(6.171601,-75.427454)"
2012,Febrero,Venezuela,862,4,6,,10,"(6.185799,-67.483929)"
2012,Febrero,Venezuela,862,27,45,,72,"(7.088729,-70.740253)"
2012,Febrero,Venezuela,862,6,10,,16,"(7.128456,-73.183637)"
2012,Febrero,Venezuela,862,"1,318","1,520",,"2,838","(7.818934,-72.453226)"
2012,Febrero,Venezuela,862,325,382,,707,"(7.927209,-72.507910)"
2012,Febrero,Venezuela,862,7,4,,11,"(8.635765,-77.346578)"
2012,Marzo,Venezuela,862,48,89,,137,"(0.814836,-77.662532)"
2012,Marzo,Venezuela,862,17,9,,26,"(10.408582,-75.538003)"
2012,Marzo,Venezuela,862,64,123,,187,"(10.445761,-75.516429)"
2012,Marzo,Venezuela,862,116,137,,253,"(10.886611,-74.776708)"
2012,Marzo,Venezuela,862,0,4,,4,"(11.117806,-74.232622)"
2012,Marzo,Venezuela,862,"1,251","1,720",,"2,971","(11.360009,-72.129330)"
2012,Marzo,Venezuela,862,2,1,,3,"(11.528919,-72.919681)"
2012,Marzo,Venezuela,862,0,1,,1,"(12.5744111,-81.703935)"
2012,Marzo,Venezuela,862,8,7,,15,"(12.586067,-81.702563)"
2012,Marzo,Venezuela,862,35,51,,86,"(3.541112,-76.384584)"
2012,Marzo,Venezuela,862,1,2,,3,"(4.452882,-75.766298)"
2012,Marzo,Venezuela,862,"4,184","5,545",,"9,729","(4.697144,-74.140516)"
2012,Marzo,Venezuela,862,2,21,,23,"(4.815061,-75.736532)"
2012,Marzo,Venezuela,862,321,396,,717,"(6.171601,-75.427454)"
2012,Marzo,Venezuela,862,13,14,,27,"(6.185799,-67.483929)"
2012,Marzo,Venezuela,862,41,82,,123,"(7.088729,-70.740253)"
2012,Marzo,Venezuela,862,8,17,,25,"(7.128456,-73.183637)"
2012,Marzo,Venezuela,862,"1,299","1,506",,"2,805","(7.818934,-72.453226)"
2012,Marzo,Venezuela,862,256,300,,556,"(7.927209,-72.507910)"
2012,Marzo,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2012,Abril,Venezuela,862,50,94,,144,"(0.814836,-77.662532)"
2012,Abril,Venezuela,862,0,1,,1,"(1.813928,-78.763924)"
2012,Abril,Venezuela,862,7,20,,27,"(10.408582,-75.538003)"
2012,Abril,Venezuela,862,0,14,,14,"(10.433609,-73.247863)"
2012,Abril,Venezuela,862,112,222,,334,"(10.445761,-75.516429)"
2012,Abril,Venezuela,862,35,53,,88,"(10.886611,-74.776708)"
2012,Abril,Venezuela,862,1,2,,3,"(11.117806,-74.232622)"
2012,Abril,Venezuela,862,0,3,,3,"(11.247723,-74.213989)"
2012,Abril,Venezuela,862,"2,051","2,483",,"4,534","(11.360009,-72.129330)"
2012,Abril,Venezuela,862,7,6,,13,"(11.528919,-72.919681)"
2012,Abril,Venezuela,862,8,8,,16,"(12.586067,-81.702563)"
2012,Abril,Venezuela,862,51,58,,109,"(3.541112,-76.384584)"
2012,Abril,Venezuela,862,1,1,,2,"(4.452882,-75.766298)"
2012,Abril,Venezuela,862,"5,067","5,746",,"10,813","(4.697144,-74.140516)"
2012,Abril,Venezuela,862,1,17,,18,"(4.815061,-75.736532)"
2012,Abril,Venezuela,862,243,312,,555,"(6.171601,-75.427454)"
2012,Abril,Venezuela,862,28,45,,73,"(6.185799,-67.483929)"
2012,Abril,Venezuela,862,47,47,,94,"(7.088729,-70.740253)"
2012,Abril,Venezuela,862,5,6,,11,"(7.128456,-73.183637)"
2012,Abril,Venezuela,862,"1,276","1,365",,"2,641","(7.818934,-72.453226)"
2012,Abril,Venezuela,862,225,220,,445,"(7.927209,-72.507910)"
2012,Abril,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2012,Mayo,Venezuela,862,0,2,,2,"(-4.197703,-69.941278)"
2012,Mayo,Venezuela,862,40,60,,100,"(0.814836,-77.662532)"
2012,Mayo,Venezuela,862,3,12,,15,"(10.408582,-75.538003)"
2012,Mayo,Venezuela,862,88,130,,218,"(10.445761,-75.516429)"
2012,Mayo,Venezuela,862,56,92,,148,"(10.886611,-74.776708)"
2012,Mayo,Venezuela,862,0,1,,1,"(10.971302,-74.765397)"
2012,Mayo,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
2012,Mayo,Venezuela,862,"1,008","1,448",,"2,456","(11.360009,-72.129330)"
2012,Mayo,Venezuela,862,1,5,,6,"(11.528919,-72.919681)"
2012,Mayo,Venezuela,862,11,9,,20,"(12.586067,-81.702563)"
2012,Mayo,Venezuela,862,52,78,,130,"(3.541112,-76.384584)"
2012,Mayo,Venezuela,862,"3,812","5,305",,"9,117","(4.697144,-74.140516)"
2012,Mayo,Venezuela,862,5,20,,25,"(4.815061,-75.736532)"
2012,Mayo,Venezuela,862,320,415,,735,"(6.171601,-75.427454)"
2012,Mayo,Venezuela,862,0,4,,4,"(6.185799,-67.483929)"
2012,Mayo,Venezuela,862,30,68,,98,"(7.088729,-70.740253)"
2012,Mayo,Venezuela,862,13,20,,33,"(7.128456,-73.183637)"
2012,Mayo,Venezuela,862,851,"1,016",,"1,867","(7.818934,-72.453226)"
2012,Mayo,Venezuela,862,175,197,,372,"(7.927209,-72.507910)"
2012,Mayo,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2012,Junio,Venezuela,862,32,69,,101,"(0.814836,-77.662532)"
2012,Junio,Venezuela,862,0,27,,27,"(10.408582,-75.538003)"
2012,Junio,Venezuela,862,80,122,,202,"(10.445761,-75.516429)"
2012,Junio,Venezuela,862,40,97,,137,"(10.886611,-74.776708)"
2012,Junio,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
2012,Junio,Venezuela,862,"1,048","1,561",,"2,609","(11.360009,-72.129330)"
2012,Junio,Venezuela,862,3,1,,4,"(11.528919,-72.919681)"
2012,Junio,Venezuela,862,11,10,,21,"(12.586067,-81.702563)"
2012,Junio,Venezuela,862,39,50,,89,"(3.541112,-76.384584)"
2012,Junio,Venezuela,862,"3,770","4,979",,"8,749","(4.697144,-74.140516)"
2012,Junio,Venezuela,862,3,13,,16,"(4.815061,-75.736532)"
2012,Junio,Venezuela,862,292,362,,654,"(6.171601,-75.427454)"
2012,Junio,Venezuela,862,7,4,,11,"(6.185799,-67.483929)"
2012,Junio,Venezuela,862,59,110,,169,"(7.088729,-70.740253)"
2012,Junio,Venezuela,862,7,10,,17,"(7.128456,-73.183637)"
2012,Junio,Venezuela,862,"1,018","1,303",,"2,321","(7.818934,-72.453226)"
2012,Junio,Venezuela,862,186,236,,422,"(7.927209,-72.507910)"
2012,Julio,Venezuela,862,1,1,,2,"(0.25129,-76.875963)"
2012,Julio,Venezuela,862,47,75,,122,"(0.814836,-77.662532)"
2012,Julio,Venezuela,862,0,3,,3,"(10.408582,-75.538003)"
2012,Julio,Venezuela,862,88,94,,182,"(10.445761,-75.516429)"
2012,Julio,Venezuela,862,29,70,,99,"(10.886611,-74.776708)"
2012,Julio,Venezuela,862,0,5,,5,"(11.117806,-74.232622)"
2012,Julio,Venezuela,862,"1,810","2,333",,"4,143","(11.360009,-72.129330)"
2012,Julio,Venezuela,862,1,2,,3,"(11.528919,-72.919681)"
2012,Julio,Venezuela,862,22,24,,46,"(12.586067,-81.702563)"
2012,Julio,Venezuela,862,37,55,,92,"(3.541112,-76.384584)"
2012,Julio,Venezuela,862,0,1,,1,"(4.452882,-75.766298)"
2012,Julio,Venezuela,862,"4,918","6,202",,"11,120","(4.697144,-74.140516)"
2012,Julio,Venezuela,862,5,17,,22,"(4.815061,-75.736532)"
2012,Julio,Venezuela,862,478,511,,989,"(6.171601,-75.427454)"
2012,Julio,Venezuela,862,7,4,,11,"(6.185799,-67.483929)"
2012,Julio,Venezuela,862,30,40,,70,"(7.088729,-70.740253)"
2012,Julio,Venezuela,862,5,4,,9,"(7.128456,-73.183637)"
2012,Julio,Venezuela,862,"1,785","1,888",,"3,673","(7.818934,-72.453226)"
2012,Julio,Venezuela,862,282,263,,545,"(7.927209,-72.507910)"
2012,Agosto,Venezuela,862,0,1,,1,"(-4.197703,-69.941278)"
2012,Agosto,Venezuela,862,5,1,,6,"(0.25129,-76.875963)"
2012,Agosto,Venezuela,862,95,126,,221,"(0.814836,-77.662532)"
2012,Agosto,Venezuela,862,0,10,,10,"(10.408582,-75.538003)"
2012,Agosto,Venezuela,862,462,289,,751,"(10.445761,-75.516429)"
2012,Agosto,Venezuela,862,45,68,,113,"(10.886611,-74.776708)"
2012,Agosto,Venezuela,862,"3,578","3,358",,"6,936","(11.360009,-72.129330)"
2012,Agosto,Venezuela,862,2,0,,2,"(11.528919,-72.919681)"
2012,Agosto,Venezuela,862,30,28,,58,"(12.586067,-81.702563)"
2012,Agosto,Venezuela,862,33,54,,87,"(3.541112,-76.384584)"
2012,Agosto,Venezuela,862,1,1,,2,"(4.452882,-75.766298)"
2012,Agosto,Venezuela,862,"6,480","6,578",,"13,058","(4.697144,-74.140516)"
2012,Agosto,Venezuela,862,1,9,,10,"(4.815061,-75.736532)"
2012,Agosto,Venezuela,862,562,648,,"1,210","(6.171601,-75.427454)"
2012,Agosto,Venezuela,862,3,5,,8,"(6.185799,-67.483929)"
2012,Agosto,Venezuela,862,103,133,,236,"(7.088729,-70.740253)"
2012,Agosto,Venezuela,862,3,8,,11,"(7.128456,-73.183637)"
2012,Agosto,Venezuela,862,"3,295","3,022",,"6,317","(7.818934,-72.453226)"
2012,Agosto,Venezuela,862,502,484,,986,"(7.927209,-72.507910)"
2012,Agosto,Venezuela,862,0,1,,1,"(8.066966,-76.735404)"
2012,Septiembre,Venezuela,862,0,4,,4,"(0.25129,-76.875963)"
2012,Septiembre,Venezuela,862,144,156,,300,"(0.814836,-77.662532)"
2012,Septiembre,Venezuela,862,347,311,,658,"(10.445761,-75.516429)"
2012,Septiembre,Venezuela,862,34,81,,115,"(10.886611,-74.776708)"
2012,Septiembre,Venezuela,862,0,4,,4,"(11.117806,-74.232622)"
2012,Septiembre,Venezuela,862,"1,360","1,693",,"3,053","(11.360009,-72.129330)"
2012,Septiembre,Venezuela,862,1,0,,1,"(11.528919,-72.919681)"
2012,Septiembre,Venezuela,862,27,16,,43,"(12.586067,-81.702563)"
2012,Septiembre,Venezuela,862,112,104,,216,"(3.541112,-76.384584)"
2012,Septiembre,Venezuela,862,"5,947","6,938",,"12,885","(4.697144,-74.140516)"
2012,Septiembre,Venezuela,862,0,7,,7,"(4.815061,-75.736532)"
2012,Septiembre,Venezuela,862,310,366,,676,"(6.171601,-75.427454)"
2012,Septiembre,Venezuela,862,2,3,,5,"(6.185799,-67.483929)"
2012,Septiembre,Venezuela,862,2,0,,2,"(6.228046,-77.404104)"
2012,Septiembre,Venezuela,862,28,47,,75,"(7.088729,-70.740253)"
2012,Septiembre,Venezuela,862,9,7,,16,"(7.128456,-73.183637)"
2012,Septiembre,Venezuela,862,"1,801","1,765",,"3,566","(7.818934,-72.453226)"
2012,Septiembre,Venezuela,862,402,444,,846,"(7.927209,-72.507910)"
2012,Septiembre,Venezuela,862,0,2,,2,"(8.066966,-76.735404)"
2012,Septiembre,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2012,Octubre,Venezuela,862,0,2,,2,"(-4.197703,-69.941278)"
2012,Octubre,Venezuela,862,0,1,,1,"(0.25129,-76.875963)"
2012,Octubre,Venezuela,862,69,83,,152,"(0.814836,-77.662532)"
2012,Octubre,Venezuela,862,0,20,,20,"(1.397318,-77.290564)"
2012,Octubre,Venezuela,862,0,1,,1,"(10.408582,-75.538003)"
2012,Octubre,Venezuela,862,131,153,,284,"(10.445761,-75.516429)"
2012,Octubre,Venezuela,862,35,75,,110,"(10.886611,-74.776708)"
2012,Octubre,Venezuela,862,2,7,,9,"(11.117806,-74.232622)"
2012,Octubre,Venezuela,862,776,"1,425",,"2,201","(11.360009,-72.129330)"
2012,Octubre,Venezuela,862,20,12,,32,"(12.586067,-81.702563)"
2012,Octubre,Venezuela,862,55,81,,136,"(3.541112,-76.384584)"
2012,Octubre,Venezuela,862,1,3,,4,"(4.452882,-75.766298)"
2012,Octubre,Venezuela,862,"5,287","6,649",,"11,936","(4.697144,-74.140516)"
2012,Octubre,Venezuela,862,1,12,,13,"(4.815061,-75.736532)"
2012,Octubre,Venezuela,862,313,393,,706,"(6.171601,-75.427454)"
2012,Octubre,Venezuela,862,51,89,,140,"(6.185799,-67.483929)"
2012,Octubre,Venezuela,862,49,101,,150,"(7.088729,-70.740253)"
2012,Octubre,Venezuela,862,2,2,,4,"(7.128456,-73.183637)"
2012,Octubre,Venezuela,862,"1,046","1,305",,"2,351","(7.818934,-72.453226)"
2012,Octubre,Venezuela,862,214,302,,516,"(7.927209,-72.507910)"
2012,Octubre,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2012,Noviembre,Venezuela,862,2,4,,6,"(-4.197703,-69.941278)"
2012,Noviembre,Venezuela,862,0,2,,2,"(0.25129,-76.875963)"
2012,Noviembre,Venezuela,862,36,64,,100,"(0.814836,-77.662532)"
2012,Noviembre,Venezuela,862,3,5,,8,"(10.408582,-75.538003)"
2012,Noviembre,Venezuela,862,72,90,,162,"(10.445761,-75.516429)"
2012,Noviembre,Venezuela,862,27,63,,90,"(10.886611,-74.776708)"
2012,Noviembre,Venezuela,862,0,5,,5,"(11.117806,-74.232622)"
2012,Noviembre,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
2012,Noviembre,Venezuela,862,749,"1,391",,"2,140","(11.360009,-72.129330)"
2012,Noviembre,Venezuela,862,0,1,,1,"(11.528919,-72.919681)"
2012,Noviembre,Venezuela,862,16,10,,26,"(12.586067,-81.702563)"
2012,Noviembre,Venezuela,862,62,89,,151,"(3.541112,-76.384584)"
2012,Noviembre,Venezuela,862,2,3,,5,"(4.452882,-75.766298)"
2012,Noviembre,Venezuela,862,"5,158","6,676",,"11,834","(4.697144,-74.140516)"
2012,Noviembre,Venezuela,862,7,14,,21,"(4.815061,-75.736532)"
2012,Noviembre,Venezuela,862,372,561,,933,"(6.171601,-75.427454)"
2012,Noviembre,Venezuela,862,197,243,,440,"(6.185799,-67.483929)"
2012,Noviembre,Venezuela,862,40,79,,119,"(7.088729,-70.740253)"
2012,Noviembre,Venezuela,862,11,13,,24,"(7.128456,-73.183637)"
2012,Noviembre,Venezuela,862,"1,063","1,339",,"2,402","(7.818934,-72.453226)"
2012,Noviembre,Venezuela,862,179,200,,379,"(7.927209,-72.507910)"
2012,Noviembre,Venezuela,862,1,1,,2,"(8.635765,-77.346578)"
2012,Diciembre,Venezuela,862,0,1,,1,"(-4.197703,-69.941278)"
2012,Diciembre,Venezuela,862,0,2,,2,"(0.25129,-76.875963)"
2012,Diciembre,Venezuela,862,66,95,,161,"(0.814836,-77.662532)"
2012,Diciembre,Venezuela,862,8,31,,39,"(10.408582,-75.538003)"
2012,Diciembre,Venezuela,862,138,155,,293,"(10.445761,-75.516429)"
2012,Diciembre,Venezuela,862,74,106,,180,"(10.886611,-74.776708)"
2012,Diciembre,Venezuela,862,"3,349","4,331",,"7,680","(11.360009,-72.129330)"
2012,Diciembre,Venezuela,862,2,3,,5,"(11.528919,-72.919681)"
2012,Diciembre,Venezuela,862,10,9,,19,"(12.586067,-81.702563)"
2012,Diciembre,Venezuela,862,91,104,,195,"(3.541112,-76.384584)"
2012,Diciembre,Venezuela,862,3,3,,6,"(4.452882,-75.766298)"
2012,Diciembre,Venezuela,862,"6,518","6,896",,"13,414","(4.697144,-74.140516)"
2012,Diciembre,Venezuela,862,6,18,,24,"(4.815061,-75.736532)"
2012,Diciembre,Venezuela,862,630,616,,"1,246","(6.171601,-75.427454)"
2012,Diciembre,Venezuela,862,174,236,,410,"(6.185799,-67.483929)"
2012,Diciembre,Venezuela,862,115,174,,289,"(7.088729,-70.740253)"
2012,Diciembre,Venezuela,862,11,12,,23,"(7.128456,-73.183637)"
2012,Diciembre,Venezuela,862,"2,675","3,224",,"5,899","(7.818934,-72.453226)"
2012,Diciembre,Venezuela,862,648,666,,"1,314","(7.927209,-72.507910)"
2013,Enero,Venezuela,862,218,230,,448,"(0.814836,-77.662532)"
2013,Enero,Venezuela,862,6,6,,12,"(10.408582,-75.538003)"
2013,Enero,Venezuela,862,110,161,,271,"(10.445761,-75.516429)"
2013,Enero,Venezuela,862,59,90,,149,"(10.886611,-74.776708)"
2013,Enero,Venezuela,862,"1,209","1,878",,"3,087","(11.360009,-72.129330)"
2013,Enero,Venezuela,862,1,1,,2,"(11.528919,-72.919681)"
2013,Enero,Venezuela,862,8,2,,10,"(12.586067,-81.702563)"
2013,Enero,Venezuela,862,86,111,,197,"(3.541112,-76.384584)"
2013,Enero,Venezuela,862,1,1,,2,"(4.452882,-75.766298)"
2013,Enero,Venezuela,862,"5,877","6,570",,"12,447","(4.697144,-74.140516)"
2013,Enero,Venezuela,862,3,19,,22,"(4.815061,-75.736532)"
2013,Enero,Venezuela,862,358,415,,773,"(6.171601,-75.427454)"
2013,Enero,Venezuela,862,134,204,,338,"(6.185799,-67.483929)"
2013,Enero,Venezuela,862,57,104,,161,"(7.088729,-70.740253)"
2013,Enero,Venezuela,862,4,3,,7,"(7.128456,-73.183637)"
2013,Enero,Venezuela,862,"1,408","1,586",,"2,994","(7.818934,-72.453226)"
2013,Enero,Venezuela,862,238,262,,500,"(7.927209,-72.507910)"
2013,Enero,Venezuela,862,1,2,,3,"(8.635765,-77.346578)"
2013,Febrero,Venezuela,862,86,94,,180,"(0.814836,-77.662532)"
2013,Febrero,Venezuela,862,6,5,,11,"(10.408582,-75.538003)"
2013,Febrero,Venezuela,862,97,175,,272,"(10.445761,-75.516429)"
2013,Febrero,Venezuela,862,128,148,,276,"(10.886611,-74.776708)"
2013,Febrero,Venezuela,862,1,0,,1,"(11.247723,-74.213989)"
2013,Febrero,Venezuela,862,"1,714","2,157",,"3,871","(11.360009,-72.129330)"
2013,Febrero,Venezuela,862,1,3,,4,"(11.528919,-72.919681)"
2013,Febrero,Venezuela,862,18,10,,28,"(12.586067,-81.702563)"
2013,Febrero,Venezuela,862,58,74,,132,"(3.541112,-76.384584)"
2013,Febrero,Venezuela,862,1,3,,4,"(4.452882,-75.766298)"
2013,Febrero,Venezuela,862,"6,493","7,160",,"13,653","(4.697144,-74.140516)"
2013,Febrero,Venezuela,862,6,25,,31,"(4.815061,-75.736532)"
2013,Febrero,Venezuela,862,417,477,,894,"(6.171601,-75.427454)"
2013,Febrero,Venezuela,862,214,333,,547,"(6.185799,-67.483929)"
2013,Febrero,Venezuela,862,45,72,,117,"(7.088729,-70.740253)"
2013,Febrero,Venezuela,862,15,10,,25,"(7.128456,-73.183637)"
2013,Febrero,Venezuela,862,"1,629","1,570",,"3,199","(7.818934,-72.453226)"
2013,Febrero,Venezuela,862,353,330,,683,"(7.927209,-72.507910)"
2013,Marzo,Venezuela,862,0,2,,2,"(-4.197703,-69.941278)"
2013,Marzo,Venezuela,862,68,95,,163,"(0.814836,-77.662532)"
2013,Marzo,Venezuela,862,4,10,,14,"(10.408582,-75.538003)"
2013,Marzo,Venezuela,862,104,139,,243,"(10.445761,-75.516429)"
2013,Marzo,Venezuela,862,39,63,,102,"(10.886611,-74.776708)"
2013,Marzo,Venezuela,862,"1,443","1,824",,"3,267","(11.360009,-72.129330)"
2013,Marzo,Venezuela,862,2,1,,3,"(11.528919,-72.919681)"
2013,Marzo,Venezuela,862,2,2,,4,"(12.586067,-81.702563)"
2013,Marzo,Venezuela,862,44,74,,118,"(3.541112,-76.384584)"
2013,Marzo,Venezuela,862,0,2,,2,"(4.452882,-75.766298)"
2013,Marzo,Venezuela,862,"5,349","6,141",,"11,490","(4.697144,-74.140516)"
2013,Marzo,Venezuela,862,6,11,,17,"(4.815061,-75.736532)"
2013,Marzo,Venezuela,862,348,378,,726,"(6.171601,-75.427454)"
2013,Marzo,Venezuela,862,151,260,,411,"(6.185799,-67.483929)"
2013,Marzo,Venezuela,862,66,117,,183,"(7.088729,-70.740253)"
2013,Marzo,Venezuela,862,3,4,,7,"(7.128456,-73.183637)"
2013,Marzo,Venezuela,862,"1,257","1,516",,"2,773","(7.818934,-72.453226)"
2013,Marzo,Venezuela,862,195,208,,403,"(7.927209,-72.507910)"
2013,Abril,Venezuela,862,1,3,,4,"(0.25129,-76.875963)"
2013,Abril,Venezuela,862,41,71,,112,"(0.814836,-77.662532)"
2013,Abril,Venezuela,862,2,3,,5,"(10.408582,-75.538003)"
2013,Abril,Venezuela,862,5,24,,29,"(10.433609,-73.247863)"
2013,Abril,Venezuela,862,84,112,,196,"(10.445761,-75.516429)"
2013,Abril,Venezuela,862,33,57,,90,"(10.886611,-74.776708)"
2013,Abril,Venezuela,862,947,"1,321",,"2,268","(11.360009,-72.129330)"
2013,Abril,Venezuela,862,2,2,,4,"(11.528919,-72.919681)"
2013,Abril,Venezuela,862,8,7,,15,"(12.586067,-81.702563)"
2013,Abril,Venezuela,862,52,79,,131,"(3.541112,-76.384584)"
2013,Abril,Venezuela,862,"4,657","6,221",,"10,878","(4.697144,-74.140516)"
2013,Abril,Venezuela,862,3,19,,22,"(4.815061,-75.736532)"
2013,Abril,Venezuela,862,237,342,,579,"(6.171601,-75.427454)"
2013,Abril,Venezuela,862,120,225,,345,"(6.185799,-67.483929)"
2013,Abril,Venezuela,862,27,60,,87,"(7.088729,-70.740253)"
2013,Abril,Venezuela,862,5,5,,10,"(7.128456,-73.183637)"
2013,Abril,Venezuela,862,788,"1,014",,"1,802","(7.818934,-72.453226)"
2013,Abril,Venezuela,862,119,132,,251,"(7.927209,-72.507910)"
2013,Abril,Venezuela,862,0,1,,1,"(8.635765,-77.346578)"
2013,Mayo,Venezuela,862,1,1,,2,"(-4.197703,-69.941278)"
2013,Mayo,Venezuela,862,0,1,,1,"(0.25129,-76.875963)"
2013,Mayo,Venezuela,862,40,57,,97,"(0.814836,-77.662532)"
2013,Mayo,Venezuela,862,0,1,,1,"(10.408582,-75.538003)"
2013,Mayo,Venezuela,862,117,178,,295,"(10.445761,-75.516429)"
2013,Mayo,Venezuela,862,42,82,,124,"(10.886611,-74.776708)"
2013,Mayo,Venezuela,862,0,1,,1,"(10.971302,-74.765397)"
2013,Mayo,Venezuela,862,0,1,,1,"(11.247723,-74.213989)"
2013,Mayo,Venezuela,862,909,"1,365",,"2,274","(11.360009,-72.129330)"
2013,Mayo,Venezuela,862,1,1,,2,"(11.528919,-72.919681)"
2013,Mayo,Venezuela,862,4,4,,8,"(12.586067,-81.702563)"
2013,Mayo,Venezuela,862,46,102,,148,"(3.541112,-76.384584)"
2013,Mayo,Venezuela,862,1,0,,1,"(4.452882,-75.766298)"
2013,Mayo,Venezuela,862,"4,629","6,187",,"10,816","(4.697144,-74.140516)"
2013,Mayo,Venezuela,862,2,11,,13,"(4.815061,-75.736532)"
2013,Mayo,Venezuela,862,267,440,,707,"(6.171601,-75.427454)"
2013,Mayo,Venezuela,862,78,176,,254,"(6.185799,-67.483929)"
2013,Mayo,Venezuela,862,52,67,,119,"(7.088729,-70.740253)"
2013,Mayo,Venezuela,862,4,3,,7,"(7.128456,-73.183637)"
2013,Mayo,Venezuela,862,905,"1,117",,"2,022","(7.818934,-72.453226)"
2013,Mayo,Venezuela,862,100,151,,251,"(7.927209,-72.507910)"
2013,Junio,Venezuela,862,0,2,,2,"(-4.197703,-69.941278)"
2013,Junio,Venezuela,862,0,1,,1,"(0.25129,-76.875963)"
2013,Junio,Venezuela,862,44,57,,101,"(0.814836,-77.662532)"
2013,Junio,Venezuela,862,4,41,,45,"(10.408582,-75.538003)"
2013,Junio,Venezuela,862,75,116,,191,"(10.445761,-75.516429)"
2013,Junio,Venezuela,862,31,76,,107,"(10.886611,-74.776708)"
2013,Junio,Venezuela,862,0,1,,1,"(11.247723,-74.213989)"
2013,Junio,Venezuela,862,994,"1,553",,"2,547","(11.360009,-72.129330)"
2013,Junio,Venezuela,862,0,1,,1,"(11.528919,-72.919681)"
2013,Junio,Venezuela,862,7,7,,14,"(12.586067,-81.702563)"
2013,Junio,Venezuela,862,84,95,,179,"(3.541112,-76.384584)"
2013,Junio,Venezuela,862,"4,884","6,240",,"11,124","(4.697144,-74.140516)"
2013,Junio,Venezuela,862,1,7,,8,"(4.815061,-75.736532)"
2013,Junio,Venezuela,862,332,457,,789,"(6.171601,-75.427454)"
2013,Junio,Venezuela,862,132,198,,330,"(6.185799,-67.483929)"
2013,Junio,Venezuela,862,76,149,,225,"(7.088729,-70.740253)"
2013,Junio,Venezuela,862,5,0,,5,"(7.128456,-73.183637)"
2013,Junio,Venezuela,862,991,"1,247",,"2,238","(7.818934,-72.453226)"
2013,Junio,Venezuela,862,116,131,,247,"(7.927209,-72.507910)"
2013,Julio,Venezuela,862,0,1,,1,"(0.25129,-76.875963)"
2013,Julio,Venezuela,862,69,115,,184,"(0.814836,-77.662532)"
2013,Julio,Venezuela,862,6,9,,15,"(10.408582,-75.538003)"
2013,Julio,Venezuela,862,88,168,,256,"(10.445761,-75.516429)"
2013,Julio,Venezuela,862,45,128,,173,"(10.886611,-74.776708)"
2013,Julio,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
